13	U rimskoj mitologiji, kako se zvala djevojka koja je izdala Romulov grad otkrivajući Sabinjanima put do Kapitola, a koju su kasnije sami Sabinjani ubili?	A=Tarpeja	B=Lukrecija	C=Hersilija	COR=A
14	Koju zlatnu kovanicu je rimsko carstvo počelo kovati u 4.st?	A=Aureus	B=Solidus	C=Follis	COR=B
15	Koji rimski bog je glasnik bogova, te bog trgovine i putovanja?	A=Apolon	B=Mars	C=Merkur	COR=C
16	Koje slovo je posljednje dodano u latiničku abecedu kakvu danas poznajemo?	A=W	B=J	C=U	COR=A
17	Koji su rimski duhovi simbolizirali duše mrtvih predaka, štovani uz posebne obrede?	A=Lari	B=Mani	C=Penati	COR=B
18	Za koji se otok borilo tijekom Prvog Punskog rata?	A=Sardiniju	B=Korziku	C=Siciliju	COR=C
19	Koji je slavni talijanski slikar naslikao 'Rođenje Venerino' i 'Minervu i Kentaura'?	A=Botticelli	B=Rafael	C=Tizian	COR=A
20	Kako se zove rimska božica lova, prirode i mjeseca?	A=Minerva	B=Dijana	C=Venera	COR=B
21	Uz koje otočje su rimljani porazili kartažane i njihovu mornaricu i time okončali 1. Punski rat?	A=Liparsko otočje	B=Pontinsko otočje	C=Egadsko otočje	COR=C
22	Početkom kojeg stoljeća je sagrađen Burnum, rimski vojni logor nedaleko od Knina?	A=1. stoljeća	B=2. stoljeća	C=3. stoljeća	COR=A
23	U progonima kojeg rimskog cara stradavaju Isusovi apostoli Petar i Pavao?	A=Domicijana	B=Nerona	C=Dioklecijana	COR=B
24	Najpoznatije književno djelo o Gaju Juliju Cezaru, dramu 'Julije Cezar', je oko 1599. napisao tko?	A=Ben Jonson	B=Christopher Marlowe	C=William Shakespeare	COR=C
25	Kako se latinskim nazivom naziva crta iznad rimskog broja koja se u proširenom sustavu rimskih brojeva koristi za označavanje tisućestruke vrijednosti?	A=Vinculum	B=Titulus	C=Virgula	COR=A
26	Koji je najveći broj koji se može zapisati standardnim rimskim brojevima bez da se isto slovo ponavlja više od tri puta uzastopno?	A=3888	B=3999	C=3998	COR=B
27	Koji je najveći broj koji se može zapisati rimskim brojevima ako se svako rimsko slovo smije upotrijebiti samo jednom?	A=1665	B=1667	C=1666	COR=C
28	Kojeg rimskog cara povezujemo s monumentalnom kadom isklesanom iz jednog komada crvenog carskog porfira koja je nekoć krasila Domus Aureu?	A=Nerona	B=Hadrijana	C=Domicijana	COR=A
29	Koja je drevna boja, dobivena iz morskih puževa, na vrhuncu Rimskog Carstva često vrijedila više od svoje težine u zlatu te postala simbol carske vlasti?	A=Kermesni grimiz	B=Tirski purpur	C=Indigo	COR=B
30	Kako se nazivala odaja u Velikoj carskoj palači u Konstantinopolu u kojoj su se rađali legitimni bizantski carevi, po čemu je nastao izraz 'porfirogenit'?	A=Chrysotriklinos	B=Daphne	C=Porfira	COR=C
31	Koja je boja bila toliko luksuzna u antičkom Rimu da je u određenim razdobljima njezino nošenje bilo rezervirano isključivo za careve?	A=Tirski purpur	B=Egipatsko plavo	C=Kermesni grimiz	COR=A
32	Kraj kojeg je mjesta u Frigiji, prema Plutarhu, 74. godine pr. Kr. pad velikog meteora između rimske i pontske vojske natjerao obje strane da odustanu od bitke?	A=Apameje	B=Otrija	C=Dorylaeuma	COR=B
33	Tijekom Trećeg mitridatskog rata sukobile su se vojske kraljevstva Pont i kojeg carstva?	A=Seleukidskog	B=Partskog	C=Rimskog	COR=C
34	Koje je nebesko tijelo, prema Plutarhu, padom kraj Otrije 74. godine pr. Kr. prekinulo predstojeću bitku između rimske i pontske vojske?	A=Meteor	B=Komet	C=Asteroid	COR=A
35	Kako se zove kapa koja je tijekom Rimskog Carstva postala simbol slobode oslobođenih robova, a kasnije i Francuske revolucije?	A=Tračka kapa	B=Frigijska kapa	C=Panonska kapa	COR=B
36	Kako se zvao zapovjednik koji je unutar rimske legije upravljao jedinicom od 100 ratnika?	A=Optio	B=Vojni tribun	C=Centurion	COR=C
37	Koju gardu je osnovao prvi rimski car August sa zadatkom da čuva njega i njegovu obitelj?	A=Pretorijansku	B=Gradske kohorte	C=Vigile	COR=A
38	Koji je keltski narod porazio rimsku vojsku i 390.g. pr. Kr. opljačkao Rim?	A=Samniti	B=Gali	C=Etruščani	COR=B
39	Kako se zove majka legendarnih blizanaca Romula i Rema?	A=Hersilija	B=Aka Larencija	C=Rea Silvija	COR=C
40	Junona, rimska božica i kćer Saturna i Ops, svom mužu Jupiteru je rodila dva sina. Marsa i koga još?	A=Vulkana	B=Merkura	C=Apolona	COR=A
41	Na području koje današnje države se dogodila bitka kod Filipija iz 42.g. pr. Kr.?	A=Sjeverne Makedonije	B=Grčke	C=Turske	COR=B
42	Koji se rimski zid, građen od 142. do 154.g., nalazi sjevernije od Hadrijanova te je duplo kraći od njega?	A=Hadrijanov zid	B=Aurelijanov zid	C=Antoninov zid	COR=C
43	Koji film s Russellom Croweom u glavnoj ulozi prati život Maximusa Decimusa Meridijusa?	A=Gladijator	B=Troja	C=Centurion	COR=A
44	Kako se zvala druga žena Gaja Julija Cezara?	A=Kornelija	B=Pompeja	C=Kalpurnija	COR=B
45	Koji naziv koristimo za ranokršćanske grobnice koje su nastajale kao sustav podzemnih hodnika u vrijeme rimskog carstva?	A=Nekropole	B=Hipogeji	C=Katakombe	COR=C
46	Koji rimski car počinje sa sustavnim progonom kršćana nakon velikog rimskog požara za koji je okrivio upravo kršćane?	A=Neron	B=Domicijan	C=Dioklecijan	COR=A
47	Kraj koje slavonske rijeke Iliri nanose Rimljanima jedan od najtežih vojnih poraza u njihovoj povijesti?	A=Save	B=Vuke	C=Drave	COR=B
48	Rimski bog Jupiter imao je 3 kćeri: Vestu, Junonu i koju još?	A=Dijanu	B=Minervu	C=Cereru	COR=C
49	Tko je rimska božica ljubavi i plodnosti?	A=Venera	B=Junona	C=Cerera	COR=A
50	Koje ime je nosila osnovna novčana jedinica za srebrni novac u starom rimu?	A=Sestercij	B=Denar	C=Aureus	COR=B
51	Nekadašnje rimske provincije Likija, Galatija i Kapadokija su se nalazile na području koje današnje države?	A=Grčke	B=Sirije	C=Turske	COR=C
52	Nadimak kojeg rimskog cara poistovjećujemo sa latinskom riječju za malenu čizmu?	A=Kaligula	B=Karakala	C=Klaudije	COR=A
53	Koji je rimski car započeo zakonom zabranjivati gladijatorske igre od 325.g.?	A=Teodozije I.	B=Konstantin Veliki	C=Honorije	COR=B
54	Koji je današnji srpski grad rodno mjesto rimskog cara Konstantina 1. Velikog?	A=Srijemska Mitrovica	B=Beograd	C=Niš	COR=C
55	Tetrika I. i Tetrika II. koji su vladali odmetnutim Galskim carstvom je porazio koji rimski car, kojeg se nazivalo i obnoviteljem carstva?	A=Aurelijan	B=Galijen	C=Klaudije II. Gotski	COR=A
56	Koji car je uveo četverovlađe u rimskom carstvu?	A=Maksimijan	B=Dioklecijan	C=Konstancije Klor	COR=B
57	Koji istaknuti rimski liječnik iz Pergama slovi i za najvećeg medicinskog znanstvenika u starom Rimu?	A=Celzo	B=Soran	C=Galen	COR=C
58	Agripina mlađa je bila žena rimskog cara Klaudija i majka cara Nerona, a uspjela je isposlovati da koji današnji grad, a njen rodni, dobije status kolonije, a po 'koloniji' i danas nosi ime?	A=Köln	B=Trier	C=Mainz	COR=A
59	U starim rimskim zapisima, za jednog se cara spominje da je umro ni manje ni više, nego od prekomjernog konzumiranja alpskog sira, a tko je on bio?	A=Klaudije	B=Antonin Pio	C=Galba	COR=B
60	Koja se kratkotrajna država formira na istoku rimskog carstva u vrijeme krize trećeg stoljeća a vladar joj je bio Odenat?	A=Galsko Carstvo	B=Partsko Carstvo	C=Palmirsko Carstvo	COR=C
61	U kojem stoljeću se dogodila prva velika pandemija u rimskom carstvu tako što su bolest iz Mezopotamije vojnici donijeli natrag u Rim, a od same bolesti, sumnja se da je umro i car Marko Aurelije?	A=2.	B=1 .	C=3 .	COR=A
62	Starorimski gradovi su bili organizirani oko dvije glavne ulice: cardo koja se protezala u smjeru sjever–jug i decumanus koja se protezala kako?	A=Sjever–jug	B=Istok–zapad	C=Sjeveroistok–jugozapad	COR=B
63	U kojem stoljeću rimski carevi postaju Valerijan i njegov sin Galijen?	A=2 .	B=4 .	C=3.	COR=C
64	Koji rimski car je dogovorio sramotno primirje s galskim plemenima kojima je pustio da sa sobom ponesu plijen iz opljačkanih rimskih provincija te im nakon toga plaćao i novčanu naknadu?	A=Trebonijan Gal	B=Decije	C=Emilijan	COR=A
65	Od kojeg je kemijskog elementa primarno bio kovan rimski novac Sestercij?	A=Srebra	B=Bakra	C=Zlata	COR=B
66	Kojoj su dinastiji pripadali rimski carevi Geta, Karakala i Elagabal?	A=Flavijevcima	B=Antoninima	C=Severima	COR=C
67	Rimski je car Emilijan vladao svega 2 mjeseca, svrgnuo je cara Trebonija Gala, bio ubijen od svoje vojske u Spoletiumu a rodio se na najvećem Tuniškom otoku, koji se zove kako?	A=Djerba	B=Kerkennah	C=Galite	COR=A
68	Kako se zove jedino djelo koje je za života napisao car Marko Aurelije?	A=Katakombe	B=Samomu sebi	C=Rea Silvija	COR=B
69	Nakš-e Rustam je velika perzijska nekropola uklesana u stijenu gdje se pored grobnica ahemenidskih careva nalaze i sasanidski reljefi, a jedan od njih slavi pobjedu kralja Šapura I. nad kojim carstvom?	A=Sjeverno more	B=Tiber	C=Rimskim	COR=C
70	Tko je od 260.g. bio prvi car Galskog carstva, tj. pobunjenih provincija Britanije, Galije i Hispanije?	A=Postum	B=Tetrik I.	C=Viktorin	COR=A
71	U drugom krugu Danteova pakla tj. požudi, se nalazi i koja ljubavnica Julija Cezara i Marka Antonija?	A=Servilija	B=Kleopatra	C=Fulvija	COR=B
72	Od kojeg plemenitog metala je bila rađena muralna kruna, kojom se nagrađivalo vojnika u starom rimu, koji se u boju prvi popeo i stao na neprijateljske zidine?	A=Srebra	B=Br 🥇once	C=Zlata	COR=C
73	Kaptol je u Zagrebu, Kapitol u Washingtonu a Kapitolij u kojeg gradu?	A=Rimu	B=Ateni	C=Carigradu	COR=A
74	Koji veliki kršćanski svetac iz Španjolske biva mučenički ubijen u progonu kršćana pod rimskim carem Valerijanom?	A=Sv. Ciprijan	B=Sv. Lovro	C=Sv. Sebastijan	COR=B
75	Tko ubija Karakalu, te dolazi na njegovo mjesto rimskog cara, na kojem ipak, ne ostaje zadugo jer su i njega pogubili?	A=Geta	B=Elegabal	C=Makrin	COR=C
76	U Danteovoj 'Božanskoj Komediji', u kojem krugu pakla se nalazi Gaj Julije Cezar?	A=Prvom	B=Drugom	C=Trećem	COR=A
77	Ako ćemo vjerovati Herodijanovoj 'Carskoj Povijesti' onda je koji rimski car bio daleko najviši od svih, sa čak 2,4m visine?	A=Komod	B=Maksimin Tračanin	C=Septimije Sever	COR=B
78	Kada kažemo 'Cirkus', danas odmah pomislimo na klaune, dresirane životinje i vratolomije, ali u starom Rimu, 'Circus' je značio mnoge javne igre i utrke dvokolica, najveća građevina za to se nalazila u Rimu i mogla je primiti preko 150 tisuća gledatelja, a kako se ta građevina zove?	A=Kolosej	B=Stadion Domicijana	C=Circus Maximus	COR=C
79	Kojeg rimskog cara 235.g. ubija njegova vojska u vojnom logoru u blizini današnjeg Mainza?	A=Aleksandar Sever	B=Maksimin Tračanin	C=Gordijan I.	COR=A
80	U kojem stoljeću, na mjesto rimskog cara stižu čak tri Gordijana, prvi, drugi i treći?	A=2.	B=3.	C=4.	COR=B
81	Koji se rimljanin spominje u apostolskom vjerovanju?	A=Herod Antipa	B=Kornelije	C=Poncije Pilat	COR=C
82	Koji rimski car godine 258. donosi okrutan edikt s ciljem progona kršćana te naređuje da se biskupi, svećenici i đakoni odmah ubiju?	A=Valerijan	B=Decije	C=Dioklecijan	COR=A
83	Kojim pojmom, koji i danas znači 'velik uspjeh' se bilježio svečani ulazak vojskovođe u Rim, nakon velike pobjede?	A=Ovacija	B=Trijumf	C=Apoteoza	COR=B
84	Koji rimski car nastavlja vladati Rimom još 8 godina, nakon što njegova oca Valerijana odvode u zatočeništvo?	A=Klaudije II.	B=Aurelijan	C=Galijen	COR=C
85	Kojeg velikog rimskog pravnika ubija car Karakala jer mu nije htio opravdati ubojstvo brata i suvladara Gete?	A=Emilije Papinijan	B=Ulpijan	C=Julije Paulo	COR=A
86	Kakav oblik vladavine, tj. suradnju cara sa senatom, uvodi prvi rimski car August?	A=Dominat	B=Principat	C=Tetrarhija	COR=B
87	Papa Siksto II., sv. Ciprijan Kartaški i sv. Lovro stradaju u progonima kojeg rimskog cara?	A=Decija	B=Dioklecijana	C=Valerijana	COR=C
88	Koje 'pobunjeno' carstvo se od 260.g. do 273.g. pojavljuje unutar rimskog te obuhvaća provincije Galiju, Britaniju i Hispaniju, gdje 13 godina uživa nezavisnost od središnje rimske vlasti?	A=Galsko	B=Palmirsko	C=Britansko	COR=A
89	Stari rimski grad Singidunum na području Srbije, se razvio u koji moderan grad današnjice?	A=Niš	B=Beograd	C=Smederevo	COR=B
90	Koji svetac i zaštitnik zaljubljenih biva pogubljen za vrijeme rimskog cara Klaudija II. Gotskog?	A=Sebastijan	B=Lovro	C=Valentin	COR=C
91	Koji je rimski car uz Maksimijana jedini u povijesti carstva abdicirao, tj. odrekao se titule cara za svog života?	A=Dioklecijan	B=Konstantin I.	C=Galeriје	COR=A
92	On svojem sinu Galijenu na upravljanje daje zapadni dio carstva dok se on posvećuje istočnom. Tu prvi put vidimo, iako ne službeno, podjelu carstva na zapadno i istočno, a o kojem se rimskom caru radi?	A=Decije	B=Valerijan	C=Klaudije II.	COR=B
93	Tko je jedinstvo rimskog carstva nastojao je učvrstiti i uvođenjem kulta nepobjedivoga boga Sunca (Sol invictus), a sebe dao nazivati gospodinom i bogom (dominus et deus)?	A=Probo	B=Klaudije II.	C=Aurelijan	COR=C
94	Tko je do svoje smrti bio suvladar svog brata i rimskog cara Karakale?	A=Geta	B=Makrin	C=Dijadumenijan	COR=A
95	Koji rimski car je vjerovao u moći svog boga El-Gabala?	A=Aleksandar Sever	B=Elegabal	C=Karakala	COR=B
96	Godina u kojoj je Septimije Sever postao rimski car ostala je upamćena i kao godina sa koliko careva?	A=Četiri	B=Šest	C=Pet	COR=C
97	Rimski uzurpator i car Makrin, kao svog suvladara postavlja svog 10-ogodišnjeg sina koji biva ubijen nedugo nakon očeva ubojstva, a zvao se kako?	A=Dijadumenijan	B=Aleksandar Sever	C=Geta	COR=A
98	U rimskoj književnosti, kojeg se autora 'Amfitriona' i 'Hvalisavog vojnika', smatra i najvećim piscem komedija u starom Rimu?	A=Terencije	B=Plauta	C=Seneka	COR=B
99	Koje more su stari rimljani poznavali kao Mare Germanicum?	A=Baltičko more	B=Jadransko more	C=Sjeverno more	COR=C
100	'Cardo' je bila jedna od dvije glavne ulice u rimskim gradovima i logorima a pružala se od sjevera prema kojoj strani svijeta?	A=Jugu	B=Istoku	C=Zapadu	COR=A
101	Bitka kod Lugdunuma (današnji Lyon), je ujedno i najveći sukob rimskih vojski u povijesti, a dvije zaraćene strane predvodili su uzurpator Klodije Albin i koji car?	A=Pescenije Niger	B=Septimije Sever	C=Didije Julijan	COR=B
102	Vijencem od koje biljke su bili krunjeni olimpijski pobjednici, učenjaci, pjesnici, vojskovođe te rimski carevi?	A=Masline	B=Hrasta	C=Lovora	COR=C
103	Koji nadimak kao vojskovođa dobiva budući rimski car Klaudije II. nakon pobjede nad gotima u bitci kod Niša iz 268.g.?	A=Gotski	B=Germanski	C=Dački	COR=A
104	Tko dolazi na vlast nakon smrti rimskog cara Komoda te na njoj ostaje svega 87 dana?	A=Didije Julijan	B=Pertinax	C=Pescenije Niger	COR=B
105	Amfiteatar u El Džemu ponosno nosi titulu najvećeg rimskog amfiteatra u Africi, a nalazi se u kojoj državi?	A=Libiji	B=Alžiru	C=Tunis	COR=C
106	U kojem današnjem gradu je bilo sjedište Galskog carstva, koje se pod vodstvom Postuma odvojilo od Rima?	A=Kölnu	B=Trieru	C=Mainzu	COR=A
107	Kojeg su rimskog cara pisci nazivali 'Vir Rei Publicae Necessarius', odnosno, 'čovjek neophodan rimskoj državi'?	A=Aurelijana	B=Dioklecijana	C=Proba	COR=B
108	Kvijet, Musije Emilijan i Aureol su bili uzurpatori u starom Rimu koji su pokušali preuzeti vlast od kojeg cara?	A=Valerijana	B=Klaudija II.	C=Galijena	COR=C
109	Koju je kraljicu palmirskog carstva porazio rimski car Aurelijan te je kao taokinju odveo u Rim, a Palmir ponovno priključio rimskom carstvu?	A=Zenobiju	B=Kleopatru VII.	C=Bereniku IV.	COR=A
110	S kojim germanskim narodom, tj. 'ljudima na granici' , ratuje rimski car Marko Aurelije, doživljava teške poraze te naposlijetu sklapa mir?	A=Kvadi	B=Markomani	C=Gepidi	COR=B
111	Tko je uz regenta Pupijena vladao Rimom svega 3 mjeseca u godini 238.?	A=Gordijan II.	B=Maksim Pupijen	C=Balbin	COR=C
112	Nakon što je car Valerijan ubijen, koji je car proglasio edikt o toleranciji, zaustavio progone kršćana i dao crkvi legalan status, koji je trajao do 310.g.?	A=Galijen	B=Klaudije II.	C=Aurelijan	COR=A
113	Koji veliki sasanidsko-perzijski šah u bitci kod Edese nanosi sramotan poraz rimskoj vojsci te kao roba u Perziju odvodi cara Valerijana?	A=Ardašir I.	B=Šapur I.	C=Narseh	COR=B
114	Koja dinastija postaje vladajuća dolaskom Septimija Severa na mjesto rimskog cara?	A=Antoninska	B=Flavijevska	C=Severska	COR=C
115	Najveći rimski amfiteatar u Hrvatskoj se nalazi u kojem gradu?	A=Puli	B=Saloni	C=Zadru	COR=A
116	Tko je bio prvi rimski car kojeg su neprijateljske snage odvele u zarobljeništvo?	A=Decije	B=Valerijan	C=Galijen	COR=B
117	U kojem stoljeću se događa velika kriza u rimskom carstvu koja je dovela do 50 godina nestabilnosti i građanskih ratova?	A=2.	B=4.	C=3.	COR=C
118	Na području kojeg današnjeg glavnog grada i metropole se rodio veliki rimski car i filozof Marko Aurelije?	A=Rima	B=Atene	C=Milana	COR=A
119	Koji rimski car je u 3.st. podigao zidine oko Rima koje su okruživale svih 7 brežuljaka te bile duge 19km?	A=Probo	B=Aurelijan	C=Dioklecijan	COR=B
120	Bitka kod Abrita je vođena u ljeto 251.g. između rimskog carstva s carem Decijem protiv gotskih plemena na čelu s kojim kraljem čije ime označava i jedan oštar predmet?	A=Ariarh	B=Ostrogota	C=Kniva	COR=C
121	Koji je starorimski komediograf napisao djela 'Samomučitelj' i 'Svekrva'?	A=Terencije	B=Plaut	C=Nevije	COR=A
122	Od kojeg je kemijskog elementa napravljen starorimski novac Denar?	A=Zlata	B=Srebra	C=Bakra	COR=B
123	Julije Saturnin, Bonos i Prokul su bili uzurpatori u rimskom carstvu za vrijeme kojeg cara?	A=Aurelijana	B=Kara	C=Proba	COR=C
124	Kako se u starom Rimu zvao veliki zemljišni posjed u vlasništvu imućnika namjenjen za poljoprivredu?	A=Latifundija	B=Insula	C=Vila rustika	COR=A
125	Kakav upravni sustav u rimskom carstvu uvodi car Dioklecijan 293.g.?	A=Principat	B=Tetrarhiju	C=Dominat	COR=B
126	Od kojeg je kemijskog elementa napravljen starorimski novac Aureus?	A=Srebra	B=Bakra	C=Zlata	COR=C
127	U kojem krugu Danteova pakla se nalaze aleksandrijski astronom Ptolomej i rimski govornik Ciceron?	A=Prvom	B=Drugom	C=Četvrtom	COR=A
128	Koji grad u BiH su stari rimljani poznavali kao Domavia?	A=Tuzlu	B=Srebrenicu	C=Mostar	COR=B
129	Koji latinski pojam tražimo, ako znamo da ga kod nas možemo pronaći kao 'državljanstvo' a u engleskoj 'citizenship?	A=Imperium	B=Libertas	C=Civitas	COR=C
130	Tko je bio posljednji rimski car iz perioda znanog kao 'doba 5 rimskih careva'?	A=Marko Aurelije	B=Antonin Pio	C=Hadrijan	COR=A
131	Dioklecijan na početku svoje vladavine, za svog suvladara izabire kojeg ilira s područja današnje Srijemske Mitrovice?	A=Galeriја	B=Maksimijana	C=Konstancija Klora	COR=B
132	Na koliko glavnih razdoblja dijelimo rimsko pravo?	A=Tri	B=Pet	C=Četiri	COR=C
133	Iz čije palače je izrastao današnji grad Split?	A=Dioklecijanove	B=Konstantinove	C=Hadrijanove	COR=A
134	Koji rimski car je spasio carstvo od daljnjeg propadanja te ga ponovno ujedinio u drugoj polovici 3.st., zbog čega su ga prozvali preporoditeljem carstva?	A=Galijen	B=Aurelijan	C=Probo	COR=B
135	Rimljani su osvojene teritorije van Italije organizirali u koje upravne jedinice?	A=Dijeceze	B=Prefekture	C=Provincije	COR=C
136	Krunom od koje biljke su rimski vojskovođe bili krunjeni nakon velikih vojnih trijumfa?	A=Lovora	B=Masline	C=Hrasta	COR=A
137	Koji današnji grad u bugarskoj se nazivao i Philippoupolis, kad su ga rimljani zauzeli dali su mu ime Trimontium, a bio je i središte rimske provincije Trakije?	A=Sofija	B=Plovdiv	C=Varna	COR=B
138	Tko je bio autor knjige 'Commentaria tripartita', koja je predstavljala jedno od prvih tumačenja znamenitog rimskog zakonika 12 ploča?	A=Gaj Ateј Kapiton	B=Kvint Mucije Scevola	C=Sekst Elije Pet Kat	COR=C
139	Koji rimski car je podijelio carstvo na 12 dijeceza, u kojima je se nalazila 101 provincija?	A=Dioklecijan	B=Konstantin Veliki	C=Aurelijan	COR=A
140	Rimski car Decije imao je dva sina koja su se također domogla carske titule, Hrenija i Hostilijana, a koji od njih je navodno umro od kuge?	A=Herenije Etrusk	B=Hostilijan	C=Trebonijan Gal	COR=B
141	Koji filozofski pravac je zagovarao rimski car Marko Aurelije, a osnovao ga je Zenon Kitijski?	A=Epikurejstvo	B=Cinicizam	C=Stoicizam	COR=C
142	Kako su rimljani nazivali stanovnike antičke Kartage?	A=Puni	B=Numiđani	C=Feničani	COR=A
143	Koji njemački grad na rijeci Rajni, stari rimljani osnivaju kao Moguntiacum?	A=Köln	B=Mainz	C=Trier	COR=B
144	Rodom s kojeg kontinenta je rimski car Septimije Sever?	A=Europe	B=Azije	C=Afrike	COR=C
145	Kojom su troslovnom riječju stari rimljani nazivali današnje 'pravo'?	A=Ius	B=Lex	C=Fas	COR=A
146	U kojem krugu Danteova pakla se nalaze Kasije i Brut, izdajnici Julija Cezara?	A=Osmom	B=Devetom	C=Sedmom	COR=B
147	U starim rimskim zapisima, samo se jednog cara spominje da je umro od udara groma, kojeg?	A=Numerijana	B=Proba	C=Kara	COR=C
148	Jotapijan, Pakacijan i Silbanak su bili uzurpatori u rimskom carstvu za vladavine kojeg cara?	A=Filipa Arapina	B=Decija	C=Trebonijana Gala	COR=A
149	Koju su rijeku, stari rimljani poznavali kao Danubius?	A=Rajnu	B=Dunav	C=Tibar	COR=B
150	Kojeg cara tražimo ako znamo da je rođen kao Avit Varije Basijan u Siriji, te postao rimskim carem sa samo 14 godina a pogubljen kad mu je bilo 18g.?	A=Getu	B=Aleksandra Severa	C=Elegabala	COR=C
151	Za vrijeme kojeg rimskog cara je proslavljena tisućugodišnjica od osnutka grada Rima?	A=Filipa Arapina	B=Decija	C=Gordijana III.	COR=A
152	Carevi Kar i Karin su vladali kojim carstvom?	A=Palmirskim	B=Rimskim	C=Galskim	COR=B
153	Koji atletičar i hrvač ubija rimskog cara Komoda?	A=Kleit	B=Eklekto	C=Narcis	COR=C
154	Kakav oblik vladavine, tj. apsolutnu carsku vlast u rimskom carstvu uvodi Dioklecijan?	A=Dominat	B=Principat	C=Tetrarhija	COR=A
155	U rimskoj religiji, duše mrtvih koje noću lutaju kao sablasti te plaše ljude se nazivaju kako?	A=Mani	B=Lemuri	C=Lari	COR=B
156	Ingenije, Regalijan te Makrijan Stariji su bili uzurpatori u starom Rimu koji su pokušali preuzeti vlast od kojeg cara?	A=Valerijana	B=Klaudija II.	C=Galijena	COR=C
157	Ime kojeg rimskog cara potječe iz grčke mitologije, točnije od heroja grada Megare, Dioklesa?	A=Dioklecijana	B=Aurelijana	C=Maksimijana	COR=A
158	Na cesti Via Appia, Petar susreće Krista i pita ga 'Quo Vadis, Domine?', na što Krist odgovara da ide u Rim, gdje u to vrijeme vlada koji car i progonitelj kršćana	A=Klaudije	B=Neron	C=Domicijan	COR=B
159	U Rimskom Carstvu, nakon uvođenja kršćanstva kao službene religije, koji je simbol zamijenio orla na carskom žezlu?	A=Chi-Rho	B=Labarium	C=Križ	COR=C
160	Koji rimski zid dug 120km spaja Irsko i Sjeverno more?	A=Hadrijanov zid	B=Antoninov zid	C=Aurelijanov zid	COR=A
161	Koje more su stari rimljani zvali 'našim morem'?	A=Jadransko	B=Mediteransko	C=Crno	COR=B
162	Titov slavoluk u Rimu nije podigao sam Tit, već njegov nasljednik i brat, car koji?	A=Vespazijan	B=Nerva	C=Domicijan	COR=C
163	U mitridatskim ratovima protiv rimljana, kraljevstvo Pont je predvodio koji njihov kralj?	A=Mitridat VI.	B=Nikomedes IV.	C=Tigran II.	COR=A
164	Za vrijeme kojeg rimskog cara se dogodio veliki požar u Rimu, nakon kojega se bog Vulkan počeo značajnije štovati?	A=Klaudija	B=Nerona	C=Vespazijana	COR=B
165	Kako prevodimo starorimsku uzrečicu 'Panem et circenses'?	A=Došao, vidio, pobijedio	B=Kocka je bačena	C=Kruha i igara	COR=C
166	Nakon podjele rimskog caratva na zapadno i istočno, otok Malta je pripao kojem?	A=Istočnom	B=Zapadnom	C=Ni jednom	COR=A
167	Koji su današnji grad stari rimljani osnovali kao Londinium?	A=York	B=London	C=Bath	COR=B
168	Koliko su ratova Rimljani vodili protiv Samnita?	A=Dva	B=Četiri	C=Tri	COR=C
169	Koji tračanski gladijator je bio vođa ustanka robova protiv rimske republike?	A=Spartak	B=Kriks	C=Enomaj	COR=A
170	Na kojem se hrvatskom otoku, odigrala odlučujuća bitka 2. Rimsko - Ilirskog rata?	A=Visu	B=Hvaru	C=Korčuli	COR=B
